season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,xG,xGA,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2020-2021,2020-11-21,17:00,Ligue 1,Matchweek 11,Sat,Home,W,4,1,Saint-Étienne,41.0,,Jean-Kevin Duverne,4-4-2,Thomas Léonard,Match Report,,ligue_1,13,brest,fb08dbb3,10.0,5.0,50.0,0.4,0.8,17.2,0.8,1.3,1.0,0.0,0.0,0.9,-0.1,325.0,433.0,75.1,6367.0,2779.0,4.0,0.8,0.7,3.0,29.0,10.0,16.0,3.0,10.0,0.0,5.0,18.0,7.0,20.0,13.0,12.0,1.0,11.0,11.0,28.0,0.0,87.0,12.0,15.0,20.0,8.0,12.0,0.0,58.0,52.5
2020-2021,2020-11-29,15:00,Ligue 1,Matchweek 12,Sun,Away,W,2,0,Metz,54.0,,Jean-Kevin Duverne,4-4-2,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,brest,fb08dbb3,11.0,4.0,36.4,0.18,0.5,16.3,1.5,0.9,6.0,6.0,100.0,0.4,0.4,480.0,576.0,83.3,9327.0,3616.0,1.0,1.5,1.4,0.0,38.0,10.0,36.0,5.0,17.0,1.0,5.0,21.0,3.0,26.0,14.0,20.0,0.0,12.0,12.0,33.0,0.0,146.0,18.0,12.0,21.0,5.0,10.0,2.0,58.0,60.0
2020-2021,2020-12-06,15:00,Ligue 1,Matchweek 13,Sun,Away,L,0,1,Bordeaux,42.0,,Jean-Kevin Duverne,4-4-2,Franck Schneider,Match Report,,ligue_1,13,brest,fb08dbb3,8.0,3.0,37.5,0.0,0.0,25.6,0.3,2.1,6.0,5.0,83.3,1.6,0.6,421.0,512.0,82.2,8351.0,2863.0,0.0,0.1,0.3,2.0,34.0,5.0,31.0,4.0,13.0,0.0,2.0,14.0,0.0,11.0,8.0,8.0,0.0,11.0,7.0,22.0,1.0,126.0,22.0,16.0,9.0,7.0,11.0,4.0,37.0,61.3
2020-2021,2020-12-13,15:00,Ligue 1,Matchweek 14,Sun,Home,W,2,1,Reims,51.0,,Jean-Kevin Duverne,4-4-2,Aurélien Petit,Match Report,,ligue_1,13,brest,fb08dbb3,9.0,5.0,55.6,0.22,0.4,14.0,3.0,0.6,4.0,3.0,75.0,1.1,0.1,416.0,524.0,79.4,8184.0,3109.0,1.0,1.4,0.9,2.0,38.0,6.0,26.0,2.0,13.0,1.0,3.0,16.0,3.0,11.0,5.0,6.0,0.0,4.0,8.0,18.0,0.0,112.0,22.0,15.0,10.0,6.0,12.0,1.0,50.0,65.4
2020-2021,2020-12-16,21:00,Ligue 1,Matchweek 15,Wed,Away,D,2,2,Lyon,44.0,,Jean-Kevin Duverne,4-2-3-1,Jérôme Brisard,Match Report,,ligue_1,13,brest,fb08dbb3,7.0,1.0,14.3,0.0,0.0,23.5,1.7,3.8,11.0,9.0,90.9,4.0,2.0,366.0,455.0,80.4,6496.0,2180.0,0.0,0.5,0.2,0.0,17.0,5.0,15.0,3.0,5.0,1.0,3.0,12.0,1.0,10.0,8.0,5.0,1.0,11.0,13.0,32.0,2.0,72.0,16.0,10.0,16.0,8.0,5.0,2.0,39.0,47.1
2020-2021,2020-12-20,13:00,Ligue 1,Matchweek 16,Sun,Home,D,2,2,Montpellier,55.0,,Haris Belkebla,4-4-2,Benoît Millot,Match Report,,ligue_1,13,brest,fb08dbb3,17.0,7.0,41.2,0.12,0.29,18.4,1.6,0.8,4.0,2.0,50.0,1.0,-1.0,520.0,601.0,86.5,10448.0,3735.0,2.0,1.5,1.2,6.0,56.0,14.0,48.0,5.0,27.0,1.0,6.0,31.0,4.0,5.0,3.0,3.0,0.0,7.0,9.0,21.0,0.0,173.0,22.0,20.0,13.0,3.0,14.0,1.0,43.0,57.6
2020-2021,2020-12-23,19:00,Ligue 1,Matchweek 17,Wed,Away,L,1,2,Lens,53.0,,Jean-Kevin Duverne,4-4-2,Bastien Dechepy,Match Report,,ligue_1,13,brest,fb08dbb3,9.0,2.0,22.2,0.0,0.0,18.8,1.3,2.1,4.0,2.0,75.0,2.0,0.0,451.0,559.0,80.7,8846.0,3041.0,0.0,0.4,0.6,4.0,41.0,7.0,34.0,0.0,23.0,0.0,6.0,20.0,2.0,19.0,9.0,10.0,3.0,9.0,6.0,13.0,0.0,160.0,18.0,13.0,17.0,9.0,13.0,1.0,52.0,51.4
2020-2021,2021-01-06,19:00,Ligue 1,Matchweek 18,Wed,Home,W,2,0,Nice,39.0,,Haris Belkebla,4-4-2,Jeremy Stinat,Match Report,,ligue_1,13,brest,fb08dbb3,10.0,6.0,60.0,0.2,0.33,18.3,1.2,1.5,6.0,6.0,100.0,2.1,2.1,332.0,442.0,75.1,6184.0,2521.0,0.0,0.4,0.8,1.0,27.0,6.0,19.0,4.0,11.0,0.0,6.0,15.0,2.0,16.0,11.0,7.0,0.0,7.0,13.0,26.0,1.0,108.0,23.0,13.0,17.0,6.0,12.0,2.0,67.0,62.5
2020-2021,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Away,L,0,3,Paris S-G,39.0,,Jean-Kevin Duverne,4-4-2,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,brest,fb08dbb3,12.0,2.0,16.7,0.0,0.0,18.5,0.7,2.9,11.0,8.0,72.7,4.3,1.3,379.0,463.0,81.9,6566.0,2344.0,0.0,0.6,0.7,0.0,35.0,10.0,27.0,1.0,18.0,0.0,4.0,23.0,0.0,25.0,16.0,16.0,2.0,16.0,11.0,18.0,2.0,150.0,28.0,17.0,18.0,5.0,13.0,0.0,58.0,55.6
2020-2021,2021-01-17,13:00,Ligue 1,Matchweek 20,Sun,Home,L,1,2,Rennes,43.0,,Haris Belkebla,4-4-2,Ruddy Buquet,Match Report,,ligue_1,13,brest,fb08dbb3,14.0,4.0,28.6,0.07,0.25,10.9,2.2,1.6,4.0,2.0,75.0,1.5,-0.5,398.0,499.0,79.8,7684.0,2500.0,0.0,1.3,1.2,6.0,46.0,8.0,20.0,4.0,22.0,0.0,3.0,25.0,1.0,11.0,6.0,9.0,0.0,4.0,17.0,13.0,0.0,132.0,12.0,13.0,9.0,15.0,9.0,2.0,40.0,44.0
2020-2021,2021-01-24,15:00,Ligue 1,Matchweek 21,Sun,Away,L,0,1,Reims,64.0,,Haris Belkebla,4-4-2,Johan Hamel,Match Report,,ligue_1,13,brest,fb08dbb3,15.0,0.0,0.0,0.0,,20.9,1.3,1.1,2.0,1.0,50.0,0.1,-0.9,513.0,630.0,81.4,9318.0,3084.0,0.0,1.0,1.0,4.0,47.0,11.0,41.0,3.0,33.0,0.0,4.0,27.0,0.0,10.0,6.0,3.0,2.0,8.0,8.0,11.0,0.0,185.0,24.0,22.0,10.0,6.0,11.0,1.0,49.0,66.7
2020-2021,2021-01-31,15:00,Ligue 1,Matchweek 22,Sun,Home,L,2,4,Metz,62.0,,Jean-Kevin Duverne,4-4-2,Benoît Millot,Match Report,,ligue_1,13,brest,fb08dbb3,10.0,5.0,50.0,0.2,0.4,15.4,1.3,1.6,6.0,2.0,50.0,1.8,-2.2,556.0,666.0,83.5,10396.0,3887.0,1.0,1.1,1.0,4.0,60.0,7.0,44.0,1.0,22.0,0.0,4.0,17.0,4.0,20.0,9.0,6.0,2.0,13.0,6.0,14.0,0.0,155.0,29.0,12.0,10.0,9.0,13.0,2.0,51.0,60.0
2020-2021,2021-02-03,19:00,Ligue 1,Matchweek 23,Wed,Away,D,2,2,Strasbourg,59.0,,Haris Belkebla,4-1-4-1,Florent Batta,Match Report,,ligue_1,13,brest,fb08dbb3,3.0,2.0,66.7,0.67,1.0,12.6,0.9,0.4,4.0,2.0,50.0,0.6,-1.4,500.0,612.0,81.7,9236.0,3073.0,1.0,0.1,0.4,2.0,54.0,2.0,43.0,9.0,19.0,0.0,3.0,6.0,4.0,15.0,12.0,5.0,4.0,7.0,10.0,11.0,1.0,136.0,20.0,17.0,14.0,19.0,14.0,2.0,52.0,51.4
2020-2021,2021-02-07,13:00,Ligue 1,Matchweek 24,Sun,Home,W,2,1,Bordeaux,47.0,,Haris Belkebla,4-3-3,Eric Wattellier,Match Report,,ligue_1,13,brest,fb08dbb3,25.0,6.0,24.0,0.08,0.33,18.6,1.9,0.8,4.0,3.0,75.0,0.9,-0.1,396.0,503.0,78.7,6768.0,2666.0,0.0,1.0,1.2,3.0,49.0,17.0,26.0,5.0,25.0,0.0,6.0,40.0,3.0,24.0,12.0,13.0,2.0,7.0,17.0,13.0,1.0,194.0,27.0,20.0,12.0,5.0,11.0,1.0,68.0,55.6
2020-2021,2021-02-10,17:00,Coupe de France,Round of 64,Wed,Home,W,2,1,Rodez Aveyron,,,Jean-Kevin Duverne,,Aurélien Petit,Match Report,,ligue_1,13,brest,fb08dbb3,2.0,2.0,100.0,1.0,1.0,,,,1.0,0.0,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,
2020-2021,2021-02-14,17:00,Ligue 1,Matchweek 25,Sun,Away,D,0,0,Lille,32.0,,Haris Belkebla,4-4-1-1,Bastien Dechepy,Match Report,,ligue_1,13,brest,fb08dbb3,3.0,1.0,33.3,0.0,0.0,24.0,0.1,0.8,0.0,0.0,,0.0,0.0,243.0,342.0,71.1,4742.0,1983.0,0.0,0.1,0.1,1.0,11.0,2.0,6.0,2.0,12.0,0.0,3.0,5.0,0.0,20.0,9.0,16.0,2.0,7.0,16.0,38.0,0.0,53.0,10.0,7.0,10.0,7.0,15.0,1.0,40.0,46.7
2020-2021,2021-02-19,21:00,Ligue 1,Matchweek 26,Fri,Home,L,2,3,Lyon,51.0,,Haris Belkebla,4-4-2,Franck Schneider,Match Report,,ligue_1,13,brest,fb08dbb3,19.0,7.0,36.8,0.11,0.29,17.0,1.5,3.2,7.0,4.0,71.4,2.9,-0.1,424.0,553.0,76.7,7403.0,2916.0,2.0,1.3,1.9,8.0,38.0,15.0,29.0,4.0,32.0,2.0,11.0,37.0,4.0,11.0,4.0,7.0,0.0,8.0,9.0,7.0,2.0,200.0,23.0,12.0,17.0,2.0,9.0,1.0,53.0,54.8
2020-2021,2021-02-28,13:00,Ligue 1,Matchweek 27,Sun,Away,L,0,2,Monaco,37.0,,Haris Belkebla,4-4-1-1,Jérémie Pignard,Match Report,,ligue_1,13,brest,fb08dbb3,7.0,1.0,14.3,0.0,0.0,19.8,0.6,2.2,9.0,6.0,77.8,2.7,0.7,337.0,429.0,78.6,5576.0,2082.0,0.0,0.2,0.2,2.0,16.0,4.0,19.0,2.0,8.0,0.0,2.0,13.0,0.0,17.0,7.0,12.0,0.0,8.0,14.0,25.0,0.0,72.0,11.0,5.0,16.0,5.0,6.0,3.0,52.0,42.9
2020-2021,2021-03-03,19:00,Ligue 1,Matchweek 28,Wed,Home,W,3,1,Dijon,49.0,,Paul Lasne,4-4-2,Jeremy Stinat,Match Report,,ligue_1,13,brest,fb08dbb3,10.0,3.0,30.0,0.3,1.0,14.4,1.5,1.0,2.0,1.0,50.0,0.8,-0.2,433.0,520.0,83.3,8490.0,3205.0,3.0,1.3,1.0,2.0,36.0,8.0,29.0,4.0,15.0,2.0,3.0,20.0,6.0,10.0,4.0,4.0,0.0,8.0,16.0,33.0,0.0,115.0,15.0,9.0,21.0,9.0,17.0,0.0,49.0,76.9
2020-2021,2021-03-06,21:10,Coupe de France,Round of 32,Sat,Home,L,0,3,Paris S-G,52.0,,Jean-Kevin Duverne,4-2-3-1,Jérôme Brisard,Match Report,,ligue_1,13,brest,fb08dbb3,12.0,7.0,58.3,0.0,0.0,,,,6.0,3.0,50.0,,,,,,,,0.0,,,,,,,,14.0,,,,,,12.0,,,,12.0,,,,,,,,14.0,0.0,,
2020-2021,2021-03-13,17:00,Ligue 1,Matchweek 29,Sat,Away,L,1,3,Marseille,59.0,,Paul Lasne,4-4-2,Jérôme Miguelgorry,Match Report,,ligue_1,13,brest,fb08dbb3,6.0,1.0,16.7,0.17,1.0,20.5,0.4,1.7,5.0,2.0,40.0,2.1,-0.9,546.0,643.0,84.9,9508.0,2795.0,1.0,0.4,0.6,1.0,35.0,4.0,36.0,2.0,15.0,1.0,6.0,9.0,2.0,11.0,6.0,4.0,2.0,14.0,13.0,11.0,0.0,147.0,17.0,15.0,18.0,7.0,12.0,3.0,46.0,50.0
2020-2021,2021-03-21,15:00,Ligue 1,Matchweek 30,Sun,Home,D,0,0,Angers,52.0,,Haris Belkebla,4-4-2,Aurélien Petit,Match Report,,ligue_1,13,brest,fb08dbb3,11.0,2.0,18.2,0.0,0.0,21.6,0.6,0.8,5.0,5.0,100.0,0.8,0.8,480.0,585.0,82.1,8875.0,3214.0,0.0,0.6,0.6,2.0,47.0,9.0,48.0,3.0,22.0,0.0,3.0,20.0,0.0,13.0,8.0,4.0,0.0,10.0,13.0,18.0,0.0,138.0,25.0,11.0,15.0,6.0,17.0,2.0,61.0,59.5
2020-2021,2021-04-04,15:00,Ligue 1,Matchweek 31,Sun,Away,L,0,1,Lorient,54.0,,Haris Belkebla,3-4-3,Bastien Dechepy,Match Report,,ligue_1,13,brest,fb08dbb3,5.0,1.0,20.0,0.0,0.0,18.5,0.7,1.5,4.0,3.0,75.0,1.0,0.0,400.0,521.0,76.8,7914.0,3119.0,0.0,0.7,1.1,2.0,23.0,5.0,30.0,2.0,13.0,0.0,5.0,9.0,0.0,14.0,9.0,6.0,0.0,9.0,19.0,11.0,0.0,85.0,10.0,3.0,13.0,9.0,23.0,0.0,52.0,68.6
2020-2021,2021-04-11,15:00,Ligue 1,Matchweek 32,Sun,Home,D,1,1,Nîmes,63.0,,Brendan Chardonnet,4-4-2,Willy Delajod,Match Report,,ligue_1,13,brest,fb08dbb3,22.0,4.0,18.2,0.05,0.25,16.1,2.8,0.9,3.0,2.0,66.7,1.0,0.0,465.0,580.0,80.2,8930.0,3390.0,1.0,1.9,2.4,5.0,61.0,13.0,49.0,4.0,36.0,0.0,9.0,33.0,1.0,14.0,8.0,5.0,1.0,10.0,15.0,12.0,0.0,197.0,21.0,16.0,24.0,3.0,15.0,1.0,60.0,64.0
2020-2021,2021-04-18,15:00,Ligue 1,Matchweek 33,Sun,Home,D,1,1,Lens,46.0,,Brendan Chardonnet,4-4-2,Karim Abed,Match Report,,ligue_1,13,brest,fb08dbb3,7.0,5.0,71.4,0.0,0.0,18.6,0.4,1.3,2.0,1.0,100.0,1.0,0.0,296.0,396.0,74.7,5611.0,2620.0,0.0,0.2,0.4,1.0,23.0,5.0,25.0,0.0,14.0,1.0,2.0,13.0,0.0,17.0,12.0,13.0,0.0,5.0,14.0,14.0,0.0,118.0,10.0,11.0,18.0,7.0,14.0,2.0,38.0,54.8
2020-2021,2021-04-24,13:00,Ligue 1,Matchweek 34,Sat,Away,W,2,1,Saint-Étienne,56.0,,Haris Belkebla,4-4-2,Florent Batta,Match Report,,ligue_1,13,brest,fb08dbb3,12.0,7.0,58.3,0.17,0.29,17.6,1.9,0.9,3.0,2.0,66.7,1.5,0.5,374.0,489.0,76.5,7051.0,2715.0,1.0,1.8,1.4,0.0,45.0,10.0,33.0,6.0,16.0,2.0,2.0,24.0,4.0,24.0,13.0,9.0,4.0,11.0,9.0,12.0,1.0,130.0,10.0,6.0,11.0,11.0,11.0,0.0,44.0,33.3
2020-2021,2021-05-02,15:00,Ligue 1,Matchweek 35,Sun,Home,L,1,4,Nantes,59.0,,Haris Belkebla,4-4-2,Mikael Lesage,Match Report,,ligue_1,13,brest,fb08dbb3,16.0,7.0,43.8,0.06,0.14,19.5,1.9,2.4,6.0,2.0,50.0,2.3,-1.7,511.0,621.0,82.3,9195.0,3079.0,0.0,1.4,0.7,0.0,64.0,8.0,50.0,1.0,18.0,0.0,5.0,25.0,1.0,15.0,9.0,7.0,2.0,9.0,10.0,18.0,0.0,203.0,17.0,8.0,25.0,5.0,12.0,2.0,56.0,40.6
2020-2021,2021-05-09,15:00,Ligue 1,Matchweek 36,Sun,Away,L,2,3,Nice,37.0,,Haris Belkebla,4-4-2,Thomas Léonard,Match Report,,ligue_1,13,brest,fb08dbb3,9.0,2.0,22.2,0.22,1.0,19.7,0.9,2.9,5.0,2.0,40.0,2.3,-0.7,319.0,398.0,80.2,5913.0,2162.0,2.0,0.8,0.6,2.0,28.0,8.0,22.0,4.0,12.0,0.0,5.0,14.0,4.0,13.0,9.0,9.0,2.0,8.0,12.0,27.0,0.0,97.0,10.0,8.0,12.0,2.0,11.0,0.0,46.0,69.6
2020-2021,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Away,D,0,0,Montpellier,59.0,,Haris Belkebla,4-4-2,Aurélien Petit,Match Report,,ligue_1,13,brest,fb08dbb3,21.0,8.0,38.1,0.0,0.0,15.1,1.5,0.6,2.0,2.0,100.0,0.9,0.9,461.0,575.0,80.2,8586.0,3052.0,0.0,1.0,2.1,10.0,60.0,17.0,44.0,8.0,38.0,1.0,11.0,39.0,0.0,16.0,9.0,8.0,2.0,11.0,8.0,13.0,0.0,220.0,31.0,21.0,7.0,6.0,13.0,0.0,43.0,52.2
2020-2021,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Home,L,0,2,Paris S-G,37.0,,Haris Belkebla,4-4-2,Mikael Lesage,Match Report,,ligue_1,13,brest,fb08dbb3,6.0,5.0,83.3,0.0,0.0,12.9,1.4,2.4,4.0,3.0,50.0,1.7,0.7,327.0,427.0,76.6,6112.0,2177.0,0.0,1.4,0.9,3.0,23.0,6.0,16.0,10.0,14.0,2.0,5.0,10.0,0.0,14.0,4.0,11.0,1.0,9.0,7.0,14.0,0.0,105.0,14.0,13.0,9.0,4.0,7.0,1.0,53.0,52.6
2020-2021,2020-08-21,19:00,Ligue 1,Matchweek 1,Fri,Away,D,0,0,Bordeaux,56.0,,Nicolas Pallois,4-4-2,Benoît Bastien,Match Report,,ligue_1,13,nantes,d7a486cd,6.0,1.0,16.7,0.0,0.0,26.6,0.2,0.5,1.0,1.0,100.0,0.0,0.0,572.0,661.0,86.5,9634.0,2805.0,0.0,0.2,0.4,0.0,63.0,5.0,67.0,3.0,19.0,0.0,3.0,12.0,0.0,13.0,4.0,6.0,1.0,7.0,10.0,15.0,0.0,192.0,37.0,20.0,12.0,6.0,15.0,3.0,50.0,45.5
2020-2021,2020-08-30,15:00,Ligue 1,Matchweek 2,Sun,Home,W,2,1,Nîmes,33.0,,Nicolas Pallois,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,nantes,d7a486cd,7.0,3.0,42.9,0.14,0.33,15.0,1.8,1.2,9.0,8.0,88.9,2.0,1.0,191.0,305.0,62.6,3517.0,1774.0,1.0,1.0,0.9,1.0,18.0,6.0,15.0,1.0,11.0,4.0,4.0,13.0,4.0,26.0,19.0,20.0,1.0,15.0,13.0,32.0,0.0,62.0,18.0,7.0,13.0,1.0,17.0,2.0,55.0,55.9
2020-2021,2020-09-13,17:00,Ligue 1,Matchweek 3,Sun,Away,L,1,2,Monaco,43.0,,Nicolas Pallois,4-2-3-1,Clément Turpin,Match Report,,ligue_1,13,nantes,d7a486cd,7.0,2.0,28.6,0.14,0.5,19.2,1.2,2.3,5.0,3.0,60.0,1.6,-0.4,366.0,463.0,79.0,6071.0,2390.0,1.0,1.2,0.7,0.0,43.0,5.0,17.0,2.0,16.0,0.0,4.0,12.0,2.0,16.0,13.0,6.0,2.0,7.0,7.0,27.0,0.0,92.0,20.0,14.0,14.0,17.0,11.0,1.0,48.0,34.6
2020-2021,2020-09-20,17:00,Ligue 1,Matchweek 4,Sun,Home,D,2,2,Saint-Étienne,57.0,,Nicolas Pallois,4-2-3-1,Antony Gautier,Match Report,,ligue_1,13,nantes,d7a486cd,15.0,3.0,20.0,0.13,0.67,17.5,1.4,1.0,3.0,1.0,33.3,1.6,-0.4,401.0,505.0,79.4,7448.0,2736.0,1.0,0.8,1.0,6.0,52.0,13.0,55.0,3.0,34.0,0.0,4.0,27.0,3.0,10.0,4.0,6.0,2.0,6.0,14.0,12.0,0.0,192.0,19.0,15.0,15.0,15.0,12.0,3.0,44.0,63.9
2020-2021,2020-09-25,21:00,Ligue 1,Matchweek 5,Fri,Away,L,0,2,Lille,46.0,,Nicolas Pallois,4-4-2,Willy Delajod,Match Report,,ligue_1,13,nantes,d7a486cd,12.0,6.0,50.0,0.0,0.0,16.5,0.8,1.8,4.0,3.0,75.0,1.2,0.2,335.0,458.0,73.1,5920.0,2357.0,0.0,0.7,0.5,2.0,31.0,9.0,24.0,4.0,21.0,0.0,7.0,21.0,0.0,19.0,9.0,9.0,3.0,8.0,15.0,22.0,0.0,127.0,22.0,11.0,18.0,16.0,12.0,1.0,63.0,53.1
2020-2021,2020-10-03,21:00,Ligue 1,Matchweek 6,Sat,Away,L,1,2,Nice,27.0,,Nicolas Pallois,4-2-3-1,Jérôme Brisard,Match Report,,ligue_1,13,nantes,d7a486cd,10.0,0.0,0.0,0.0,,19.9,1.2,1.6,8.0,6.0,75.0,1.6,-0.4,213.0,303.0,70.3,4045.0,1697.0,0.0,0.7,0.5,3.0,20.0,9.0,17.0,0.0,10.0,0.0,2.0,19.0,1.0,18.0,10.0,9.0,2.0,11.0,20.0,24.0,2.0,60.0,14.0,13.0,9.0,11.0,8.0,2.0,53.0,44.4
2020-2021,2020-10-18,15:00,Ligue 1,Matchweek 7,Sun,Home,W,3,1,Brest,40.0,,Nicolas Pallois,4-2-3-1,Jérémie Pignard,Match Report,,ligue_1,13,nantes,d7a486cd,12.0,8.0,66.7,0.25,0.38,14.6,1.4,1.1,5.0,4.0,80.0,0.9,-0.1,263.0,383.0,68.7,4371.0,1906.0,2.0,0.5,0.5,0.0,30.0,9.0,24.0,7.0,10.0,0.0,2.0,23.0,6.0,20.0,12.0,7.0,1.0,4.0,12.0,12.0,0.0,115.0,15.0,13.0,20.0,9.0,15.0,6.0,53.0,48.2
2020-2021,2020-10-31,21:00,Ligue 1,Matchweek 9,Sat,Home,L,0,3,Paris S-G,37.0,,Imran Louza,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,nantes,d7a486cd,5.0,0.0,0.0,0.0,,22.7,1.7,2.4,4.0,1.0,50.0,1.8,-1.2,371.0,457.0,81.2,5826.0,1998.0,0.0,0.8,0.8,0.0,26.0,3.0,21.0,6.0,11.0,1.0,2.0,10.0,0.0,15.0,9.0,10.0,0.0,5.0,16.0,17.0,1.0,73.0,17.0,9.0,12.0,8.0,12.0,0.0,53.0,47.4
2020-2021,2020-11-08,15:00,Ligue 1,Matchweek 10,Sun,Away,W,2,0,Lorient,52.0,,Nicolas Pallois,4-2-3-1,Stéphanie Frappart,Match Report,,ligue_1,13,nantes,d7a486cd,16.0,4.0,25.0,0.13,0.5,21.6,1.2,1.8,4.0,4.0,100.0,0.6,0.6,360.0,492.0,73.2,6662.0,2640.0,2.0,1.1,0.6,2.0,46.0,13.0,28.0,7.0,21.0,1.0,5.0,27.0,4.0,20.0,9.0,5.0,4.0,13.0,6.0,13.0,0.0,138.0,24.0,18.0,16.0,16.0,10.0,0.0,62.0,42.9
2020-2021,2020-11-22,13:00,Ligue 1,Matchweek 11,Sun,Home,D,1,1,Metz,66.0,,Abdoulaye Touré,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,nantes,d7a486cd,18.0,5.0,27.8,0.06,0.2,16.7,1.3,1.3,4.0,3.0,100.0,1.2,0.2,520.0,621.0,83.7,9174.0,3373.0,1.0,1.2,1.1,0.0,59.0,16.0,45.0,7.0,17.0,0.0,6.0,34.0,2.0,20.0,9.0,9.0,4.0,8.0,9.0,20.0,0.0,198.0,25.0,11.0,14.0,13.0,18.0,2.0,54.0,62.2
2020-2021,2020-11-25,19:00,Ligue 1,Matchweek 8,Wed,Away,D,1,1,Lens,51.0,,Nicolas Pallois,4-4-2,Florent Batta,Match Report,,ligue_1,13,nantes,d7a486cd,10.0,2.0,20.0,0.0,0.0,18.4,2.1,0.9,1.0,0.0,0.0,0.6,-0.4,377.0,494.0,76.3,6270.0,2144.0,0.0,1.2,0.9,3.0,28.0,8.0,26.0,3.0,10.0,1.0,2.0,16.0,2.0,9.0,3.0,5.0,0.0,11.0,10.0,14.0,0.0,107.0,13.0,5.0,19.0,16.0,18.0,0.0,58.0,41.2
2020-2021,2020-11-28,17:00,Ligue 1,Matchweek 12,Sat,Away,L,1,3,Marseille,43.0,,Nicolas Pallois,4-2-3-1,Mikael Lesage,Match Report,,ligue_1,13,nantes,d7a486cd,6.0,2.0,33.3,0.17,0.5,16.5,0.4,2.8,9.0,6.0,77.8,3.7,0.7,305.0,392.0,77.8,5075.0,1927.0,1.0,0.3,0.3,1.0,35.0,5.0,28.0,1.0,23.0,0.0,7.0,11.0,2.0,18.0,12.0,9.0,1.0,11.0,12.0,9.0,0.0,86.0,12.0,6.0,13.0,8.0,11.0,1.0,46.0,42.9
2020-2021,2020-12-06,15:00,Ligue 1,Matchweek 13,Sun,Home,L,0,4,Strasbourg,62.0,,Nicolas Pallois,4-2-3-1,Clément Turpin,Match Report,,ligue_1,13,nantes,d7a486cd,14.0,2.0,14.3,0.0,0.0,17.5,0.7,2.7,8.0,4.0,75.0,3.5,-0.5,517.0,621.0,83.3,8573.0,2994.0,0.0,0.5,0.5,1.0,59.0,9.0,50.0,3.0,24.0,0.0,7.0,26.0,0.0,14.0,10.0,6.0,1.0,9.0,8.0,11.0,0.0,143.0,23.0,13.0,12.0,3.0,13.0,1.0,49.0,32.4
2020-2021,2020-12-13,15:00,Ligue 1,Matchweek 14,Sun,Home,D,1,1,Dijon,38.0,,Nicolas Pallois,4-3-3,Antony Gautier,Match Report,,ligue_1,13,nantes,d7a486cd,16.0,5.0,31.3,0.0,0.0,17.5,2.8,1.2,3.0,2.0,66.7,1.2,0.2,256.0,387.0,66.1,5003.0,2373.0,0.0,1.3,0.6,3.0,32.0,13.0,20.0,3.0,19.0,0.0,4.0,27.0,2.0,15.0,11.0,8.0,0.0,11.0,18.0,30.0,0.0,86.0,21.0,8.0,8.0,5.0,11.0,0.0,60.0,67.7
2020-2021,2020-12-16,19:00,Ligue 1,Matchweek 15,Wed,Away,L,2,3,Reims,54.0,,Nicolas Pallois,4-3-3,Karim Abed,Match Report,,ligue_1,13,nantes,d7a486cd,18.0,7.0,38.9,0.11,0.29,24.6,2.0,1.8,4.0,1.0,50.0,1.8,-1.2,406.0,516.0,78.7,6860.0,2607.0,1.0,1.2,1.5,1.0,43.0,14.0,37.0,4.0,23.0,0.0,6.0,32.0,3.0,19.0,11.0,13.0,2.0,1.0,16.0,18.0,0.0,184.0,23.0,18.0,16.0,13.0,13.0,0.0,57.0,44.7
2020-2021,2020-12-20,15:00,Ligue 1,Matchweek 16,Sun,Home,D,1,1,Angers,60.0,,Nicolas Pallois,4-1-4-1,Willy Delajod,Match Report,,ligue_1,13,nantes,d7a486cd,9.0,2.0,22.2,0.11,0.5,18.8,0.5,1.1,6.0,5.0,83.3,1.3,0.3,491.0,632.0,77.7,7927.0,2866.0,0.0,0.3,0.8,3.0,49.0,6.0,36.0,3.0,23.0,0.0,5.0,15.0,2.0,25.0,14.0,14.0,1.0,17.0,8.0,20.0,0.0,165.0,27.0,12.0,29.0,12.0,16.0,0.0,65.0,40.4
